CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,OVERTIME_PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-16287-512966,2016-11-02,H-2A,2016-10-13,DETERMINATION ISSUED - CERTIFICATION,2016-12-10,2017-12-08,SUB,KAOS SHEEP OUTFIT,620 SULPHUR BANK DRIVE,,CLEARLAKE OAKS,CA,95423,UNITED STATES OF AMERICA,,208-595-2226,,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,777.98",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,CLEARLAKE OAKS,CA,95423,Y,,California EDD,15060431,2016-10-19,2017-06-09
H-300-16287-589064,2016-11-01,H-2A,2016-10-14,DETERMINATION ISSUED - CERTIFICATION,2016-12-05,2017-07-05,PRI,"DANIELS PRODUCE, LLC",37831 205TH ST.,,COLUMBUS,NE,68601,UNITED STATES OF AMERICA,,402-897-4253,,,,,,Agricultural Equipment Operator/Mechanic,45-2091,Agricultural Equipment Operators,Sweet Corn,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,$13.80,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,6,Columbus,NE,68601,N,Individual Employer,Columbus Career Center,380230,2015-10-10,2017-03-22
H-300-16287-626206,2017-01-11,H-2A,2016-11-16,DETERMINATION ISSUED - CERTIFICATION,2017-01-15,2017-11-15,PRI,Double M Ranch,655 Pants Butte Road,,Harrison,NE,69346,UNITED STATES OF AMERICA,,308-562-0106,,"PEAK SEASON LABOR, INC.",DIANE THIBEAULT,LEWISTOWN,MT,General Farm Ranch,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle,,1,1,Y,Seasonal,38,08:00 AM,04:00 PM,$13.80,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Harrison,NE,69346,N,Individual Employer,Nebraska Workforce Development,386504,2016-11-15,2017-06-17
H-300-16287-656575,2016-11-09,H-2A,2016-10-20,DETERMINATION ISSUED - WITHDRAWN,2016-12-16,2017-08-01,PRI,"Bio Application, LLC",301 1st Street,n/a,McIntire,IA,50455,UNITED STATES OF AMERICA,n/a,641-985-2502,,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MC GREGOR,IA,General Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Wheat,,1,0,Y,Seasonal,50,07:00 AM,05:00 PM,$12.17,Hour,,,Hour,N,,High School/GED,,,N,,N,,,Y,3,Riceville,IA,50466,N,Individual Employer,Iowa Workforce Development,IA5839309,2016-10-18,2017-04-09
H-300-16287-675729,2016-11-04,H-2A,2016-10-13,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-04-30,PRI,Wade and Michelle Billadeau,2236 68th Ave NW,N/A,Raub,ND,58779,UNITED STATES OF AMERICA,N/A,701-898-4317,,"USAFARMLABOR, Inc.",MANUEL FICK,WAYNESVILLE,NC,Farm Ranch Animal Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,,2,2,Y,Seasonal,48,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,None,N/A,,N,,N,,,Y,3,Raub,ND,58779,N,Individual Employer,Job Service North Dakota,482858,2016-10-12,2017-02-14
H-300-16287-811350,2016-12-06,H-2A,2016-10-13,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-06-01,PRI,"P. MARIN HARVESTING, INC.",11 ORANGE ST.,,AVON PARK,FL,33825,UNITED STATES OF AMERICA,,863-368-1671,,,,,,CIRTUS HARVESTING,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Oranges,,18,18,Y,Seasonal,36,07:00 AM,01:00 PM,$10.70,Hour,,,Hour,N,,None,,,N,,N,,,N,,Fort Meade,FL,33841,Y,H-2A Labor Contractor or Job Contractor,"FLORIDA DEPARTMENT OF ECONOMIC OPPORTUNITY, ALIEN CERTIFICATION UNIT: H-2A",10328215,2016-10-19,2017-03-02
H-300-16287-839809,2016-11-22,H-2A,2016-10-13,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-05-15,PRI,"FERNANDO MEZA HARVESTING, INC.",15 MOUNTAIN RD.,,FORT MEADE,FL,33841,UNITED STATES OF AMERICA,,863-228-1932,,,,,,"CITRUS, PEACH, AND BLUEBERRY HARVESTING",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Valencia Oranges,,30,30,Y,Seasonal,36,07:00 AM,01:00 PM,$10.70,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Davenport,FL,33837,Y,H-2A Labor Contractor or Job Contractor,"FLORIDA DEPARTMENT OF ECONOMIC OPPORTUNITY,",10340927,2016-11-02,2017-02-22
H-300-16287-861950,2016-11-08,H-2A,2016-10-13,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-05-17,PRI,"S Barragan Harvest, Inc.",102 Minorca St. NE,P.O. Box 2994,Lake Placid,FL,33852,UNITED STATES OF AMERICA,,863-441-0855,,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Citrus,,24,24,Y,Seasonal,36,07:30 AM,01:30 PM,$10.70,Hour,,,Hour,N,,None,,,N,,N,,,N,,Lake Placid,FL,33852,Y,H-2A Labor Contractor or Job Contractor,Florida Department of Economic Oportunity,10321171,2016-10-07,2017-03-02
H-300-16287-926162,2016-11-17,H-2A,2016-10-13,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-06-05,PRI,VERNON E. FAIRCHILD JR.,4297 NORTH 1400 EAST,n/a,BUHL,ID,83316,UNITED STATES OF AMERICA,n/a,208-543-5531,,,,,,wool grader,45-2041,"Graders and Sorters, Agricultural Products",Sheep,,6,6,Y,Seasonal,48,08:00 AM,05:00 PM,$11.27,Hour,,,Hour,N,,None,n/a,n/a,N,,N,,,Y,3,Wilder,ID,83676,Y,H-2A Labor Contractor or Job Contractor,Idaho Department of Labor,842948,2016-10-06,2017-03-11
H-300-16288-183745,2016-11-09,H-2A,2016-10-14,DETERMINATION ISSUED - CERTIFICATION,2016-11-28,2017-04-30,PRI,Troy Jangula,112 N Lakeview Drive,"Mailing: PO Box 64, Napoleon, ND 58561.",Dawson,ND,58428,UNITED STATES OF AMERICA,,701-321-2030,,"USAFARMLABOR, Inc.",MANUEL FICK,WAYNESVILLE,NC,Farm Ranch Animal Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle,,2,2,Y,Seasonal,48,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Napoleon,ND,58561,N,Individual Employer,North Dakota,483759,2016-10-24,2017-02-02
H-300-16288-223102,2016-11-07,H-2A,2016-10-30,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-10-15,PRI,"GOEBEL FARMS, LLC",29435 Bornsdall Road,N/A,Elton,LA,70532,UNITED STATES OF AMERICA,N/A,337-246-1707,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,3,3,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,10.69,10.69,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Elton,LA,70532,Y,Individual Employer,Louisiana Workforce Commission,648576,2016-10-06,2017-05-16
H-300-16288-432310,2016-12-08,H-2A,2016-11-10,DETERMINATION ISSUED - CERTIFICATION,2017-01-23,2017-11-12,PRI,"Plant Odyssey, Inc.",7101 Niederwald Strasse,,Kyle,TX,78640,UNITED STATES OF AMERICA,,512-398-2714,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Nursery Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery and Greenhouse Worker,,25,25,Y,Seasonal,40,08:00 AM,05:00 PM,$11.15,Hour,,,Hour,N,,None,,,N,,N,,,N,,Kyle,TX,78640,N,Individual Employer,Texas Workforce Commission,TX5187485,2016-11-10,2017-06-18
H-300-16288-441380,2016-11-08,H-2A,2016-10-14,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-12-01,2017-04-01,PRI,BIEBER FARM,26532 127th St.,,Trail City,SD,57657,UNITED STATES OF AMERICA,,605-845-7085,,THE BERNARD FIRM P.L.C,Aaron Bernard,Ames,IA,Farmworkers and Laborers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle,423930,3,3,Y,Seasonal,48,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Trail City,SD,57657,N,Individual Employer,South Dakota Dept. of Labor and Regulation,1765204,2016-10-13,2017-01-30
H-300-16288-845009,2016-11-01,H-2A,2016-10-19,DETERMINATION ISSUED - CERTIFICATION,2016-12-03,2017-09-15,PRI,"Tri Benoit, LLC",1303 East Russell Avenue,N/A,Welsh,LA,70591,UNITED STATES OF AMERICA,N/A,337-309-0070,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,$10.69,Hour,10.69,10.69,Hour,N,,None,,,N,,N,,,Y,3,Welsh,LA,70591,Y,Individual Employer,Louisiana Workforce Commission,648605,2016-10-06,2017-04-25
H-300-16288-882358,2016-11-15,H-2A,2016-10-25,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-12-14,PRI,SCOTT OLSEN,836 Wolf Hollow (physical address),PO Box 354 (mailing address),Spanish Fork,UT,84660,UNITED STATES OF AMERICA,,801-471-1573,,"Peak Season Labor, Inc.",Diane Thibeault,Lewistown,MT,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,4,4,Y,Seasonal,48,12:05 AM,11:55 PM,"$1,206.31",Month,,,Month,N,,None,,,N,,N,,,Y,6,Spanish Fork,UT,84660,Y,Individual Employer,Utah Department of Workforce Services,156066,2016-10-26,2017-06-15
H-300-16288-963996,2016-11-07,H-2A,2016-10-30,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-07-15,PRI,"Goebel Farms, LLC",29435 Bornsdall Road,N/A,Elton,LA,70532,UNITED STATES OF AMERICA,N/A,337-246-1707,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,7,7,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,10.69,10.69,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Elton,LA,70532,Y,Individual Employer,Louisiana Workforce Commission,648577,2016-10-06,2017-03-31
H-300-16290-449864,2016-11-15,H-2A,2016-10-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-11-30,2017-04-01,PRI,GLENN GERVING,PO BOX 607,4251 62ND AVENUE,GLEN ULLIN,ND,58631,UNITED STATES OF AMERICA,N/A,701-348-3654,,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,FARMWORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Grains,,4,4,Y,Seasonal,40,08:00 AM,05:00 PM,$14.00,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,6,GLEN ULLIN,ND,58631,N,Individual Employer,NORTH DAKOTA SWA,481425,2016-09-27,2017-01-30
H-300-16291-102609,2016-11-16,H-2A,2016-10-30,DETERMINATION ISSUED - CERTIFICATION,2016-12-20,2017-07-01,PRI,"TRAHAN CRAWFISH FARMS, LLC",7037 Fisher Road,N/A,Gueydan,LA,70542,UNITED STATES OF AMERICA,,337-224-3770,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farm worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,$10.69,Hour,10.69,10.69,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Gueydan,LA,70542,N,Individual Employer,Louisiana Workforce Commission,648823,2016-10-07,2017-03-26
H-300-16291-132369,2016-11-08,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-10-15,PRI,"George Lewis Thompson, Jr.",12259 W F 140,,Pearsall,TX,78061,UNITED STATES OF AMERICA,,830-334-8227,,"SLR LABOR WORKS, LLC",GLORIA RODRIGUEZ,EAGLE PASS,TX,Farm and Ranch Animal,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle,423940,4,4,Y,Seasonal,45,07:00 AM,05:00 PM,$11.15,Hour,,,Hour,N,,None,,,N,,N,,,N,,Pearsall,TX,78061,N,Individual Employer,Texas Workforce Commission,TX5180219,2016-10-13,2017-05-16
H-300-16291-138649,2016-10-28,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-26,2017-10-03,PRI,South Buck Farm & Ranch,P.O. Box 475 - Mail,2055 Wades Rd.,Crowley,LA,70527,UNITED STATES OF AMERICA,N/A,337-789-8801,,"SHELLY BIEBER, LLC",SHELLY BIEBER,MAMOU,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,6,6,Y,Seasonal,35,08:00 AM,03:00 PM,$10.69,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Crowley,LA,70527,N,Individual Employer,Louisiana Workforce Commission,650278,2016-10-13,2017-05-15
H-300-16291-150746,2017-01-12,H-2A,2016-12-08,DETERMINATION ISSUED - CERTIFICATION,2017-02-15,2017-12-15,PRI,MARK A. NOVAK,12557 County Rd #15,n/a,Lankin,ND,58250,UNITED STATES OF AMERICA,n/a,701-593-6338,,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MC GREGOR,IA,Farm Machine Operator,45-2091,Agricultural Equipment Operators,Beans,,4,4,Y,Seasonal,48,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Lankin,ND,58250,N,Individual Employer,Job Service North Dakota,ND487212,2016-12-07,2017-07-16
H-300-16291-246934,2016-12-16,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2017-01-15,2017-11-15,PRI,Lehfeldt Rambouillets,PO Box 175,1910 Railway Avenue E,Lavina,MT,59046,UNITED STATES OF AMERICA,,406-636-2731,,"PEAK SEASON LABOR, INC.",DIANE THIBEAULT,LEWISTOWN,MT,Production of Livestock,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,,1,1,Y,Seasonal,48,12:05 AM,11:55 PM,"$1,356.16",Month,,,Month,N,,None,,,N,,N,,,Y,6,Lavina,MT,59046,Y,Individual Employer,Billings Job Services Workforce Center,10243431,2016-10-18,2017-06-14
H-300-16291-261386,2016-11-22,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-04-15,PRI,"BROWNING'S HONEY CO., INC.",9019 N. 5TH EAST,N/A,IDAHO FALLS,ID,83401,UNITED STATES OF AMERICA,N/A,701-320-6942,,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,BEEKEEPER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,10,10,Y,Seasonal,40,08:00 AM,05:00 PM,$11.75,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,IDAHO FALLS,ID,83401,Y,H-2A Labor Contractor or Job Contractor,IDAHO SWA,839641,2016-09-30,2017-02-06
H-300-16291-346936,2016-11-17,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-05-30,PRI,Jason  Signalness,2961  Hwy 23,,Watford City,ND,58854,UNITED STATES OF AMERICA,,701-675-2329,,Hart to Hart,LeAnn Hart,Chaseley,ND,"Farmworker, Farm Ranch, Aquacultural Animal",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Corn,424120,2,2,Y,Seasonal,40,08:00 AM,05:00 PM,$14.00,Hour,,,Hour,N,,None,None,None,N,,N,,,Y,6,Watford City,ND,58854,N,Individual Employer,North Dakota Job Services,481773,2016-09-30,2017-03-01
H-300-16291-351641,2016-11-25,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-26,2017-08-01,PRI,"B & B Farms of Mamou, Inc.",808 Poinciana Ave,N/A,Mamou,LA,70554,UNITED STATES OF AMERICA,N/A,337-580-3257,,"SHELLY BIEBER, LLC",SHELLY BIEBER,MAMOU,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,35,08:00 AM,03:00 PM,$10.69,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Mamou,LA,70554,N,Individual Employer,Louisiana Workforce Commission,650300,2016-10-13,2017-04-14
H-300-16291-453928,2016-10-31,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-20,2017-06-15,PRI,Gary P. Noel,17836 N. LA. Hwy. 82,N/A,Abbeville,LA,70510,UNITED STATES OF AMERICA,N/A,337-501-0858,,"SHELLY BIEBER, LLC",SHELLY BIEBER,MAMOU,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,35,08:00 AM,03:00 PM,$10.69,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,N,,Abbeville,LA,70510,N,Individual Employer,Louisiana Workforce Commission,650304,2016-10-13,2017-03-18
H-300-16291-462814,2016-10-31,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-12-01,2017-03-01,PRI,MIKE MICKELSON,PO BOX 623,11120 HWY 63,MCLAUGHLIN,SD,57642,UNITED STATES OF AMERICA,N/A,605-823-4573,,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,FARMWORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Sunflowers,,1,1,Y,Seasonal,40,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,MCLAUGHLIN,SD,57642,N,Individual Employer,SOUTH DAKOTA SWA,1763561,2016-09-30,2017-01-15
H-300-16291-483673,2016-11-15,H-2A,2016-10-30,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-07-30,PRI,"Mike Talley Farms, LLC",7292 Ardoin Road,N/A,Jennings,LA,70546,UNITED STATES OF AMERICA,,337-658-5537,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,2,2,Y,Seasonal,35,06:00 AM,01:00 PM,$10.69,Hour,10.69,10.69,Hour,N,,None,N/A,N/A,N,,N,,,N,,Jennings,LA,70546,N,Individual Employer,Louisiana Workforce Commission,648418,2016-10-05,2017-04-07
H-300-16291-485116,2016-11-01,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-09-06,PRI,AB&T Zaunbrecher Farms,280 Zaunbrecher Road,,Rayne,LA,70578,UNITED STATES OF AMERICA,Acadia Parish,337-581-4092,,"Crawdaddy Labor Services, LLC (CLS)",Kelly Broussard (CLS Manager),Rayne,LA,General Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,2,2,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Rayne,LA,70578,Y,Individual Employer,"Louisiana Workforce Commission, Office of Workforce Development,",646667,2016-09-26,2017-04-19
H-300-16291-724524,2016-11-01,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-07-15,PRI,Russell J. Roy,3100 Riceland Road,,Rayne,LA,70578,UNITED STATES OF AMERICA,Lafayette Parish,337-873-8330,,"Crawdaddy Labor Services, LLC (CLS)",Kelly Broussard (CLS Manager),Rayne,LA,General Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Soybeans,,1,1,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Rayne,LA,70578,Y,Individual Employer,"Louisiana Workforce Commission, Office of Workforce Development, Foreign",646284,2016-09-23,2017-03-24
H-300-16291-738065,2016-10-28,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-12-01,2017-02-28,PRI,"GIROUX ORCHARDS, LLC",9486 ROUTE 9,PO BOX 147,CHAZY,NY,12921,UNITED STATES OF AMERICA,,518-846-7171,,"LAKE HOME BUSINESS SERVICES, INC.",ALYSON EASTMAN,ORWELL,VT,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Apples,,20,20,Y,Seasonal,40,07:00 AM,03:00 PM,$11.74,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,CHAZY,NY,12921,N,Individual Employer,New York Department of Labor,NY1185513,2016-10-03,2017-01-14
H-300-16291-785888,2016-11-02,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-26,2017-10-26,PRI,KYLE FONTENOT,6393 Oakdale hwy,,Mamou,LA,70554,UNITED STATES OF AMERICA,,337-599-3293,,"SHELLY BIEBER, LLC",SHELLY BIEBER,MAMOU,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,4,4,Y,Seasonal,35,08:00 AM,03:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,N,,Mamou,LA,70554,N,Individual Employer,Louisiana State Workforce Commission,650288,2016-10-13,2017-05-27
H-300-16291-868879,2016-11-17,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-12-01,2017-04-01,PRI,ALAN BROWN,911 PIONEER DRIVE,N/A,SODA SPRINGS,ID,83276,UNITED STATES OF AMERICA,N/A,208-547-2415,,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,FARMWORKER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Bees,,5,5,Y,Seasonal,40,08:00 AM,05:00 PM,$13.00,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,WASCO,CA,93280,Y,H-2A Labor Contractor or Job Contractor,CALIFORNIA SWA,15043192,2016-10-06,2017-01-30
H-300-16291-917381,2016-11-01,H-2A,2016-10-17,DETERMINATION ISSUED - CERTIFICATION,2016-12-01,2017-07-31,PRI,Tee Guidry Farms,491 Copperton Road,,Rayne,LA,70578,UNITED STATES OF AMERICA,Lafayette Parish,337-316-6969,,"Crawdaddy Labor Services, LLC (CLS)",Kelly Broussard (CLS Manager),Rayne,LA,General Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Soybeans,,8,8,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Duson,LA,70529,Y,Individual Employer,"Louisiana Workforce Commission, Office of Workforce Development, Foreign",646655,2016-09-26,2017-04-01
H-300-16291-946932,2016-11-28,H-2A,2016-10-30,DETERMINATION ISSUED - CERTIFICATION,2016-12-15,2017-08-31,PRI,"M & J Agricultural Services, LLC",2531 Highway 95,N/A,Eunice,LA,70535,UNITED STATES OF AMERICA,N/A,337-581-2492,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,4,4,Y,Seasonal,40,08:00 AM,04:00 PM,$10.69,Hour,10.69,10.69,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Eunice,LA,70535,Y,Individual Employer,Louisiana Workforce Commission,650097,2016-10-12,2017-04-23
H-300-16292-217008,2016-11-29,H-2A,2016-10-18,DETERMINATION ISSUED - CERTIFICATION,2017-01-01,2017-11-30,PRI,G DAVID DALLING,"1708 North 2250 East, Hamer ID 83425 (Physical Address)","1708 North 2250 East, Hamar ID 83425 (Mailing Address)",Hamer,ID,83425,UNITED STATES OF AMERICA,,208-351-1107,,Mountain Plains Ag Service,Lisa Meyer,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,13,13,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,356.16",Month,,,Month,N,,None,N/A,N/A,N,,N,,,Y,6,Hamer,ID,83425,Y,Association - Filing as Agent (H-2A Only),ID State Workfoce,855234,2016-10-26,2017-06-16
H-300-16292-256259,2016-10-27,H-2A,2016-10-18,DETERMINATION ISSUED - CERTIFICATION,2016-12-02,2017-05-05,PRI,"SUNRISE ORCHARDS, INC.",1287 North Bingham Street,,Cornwall,VT,05753,UNITED STATES OF AMERICA,,802-462-3500,,"LAKE HOME BUSINESS SERVICES, INC.",ALYSON EASTMAN,ORWELL,VT,Packers and Packagers,53-7064,"Packers and Packagers, Hand",Apples,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,$11.74,Hour,,,Hour,N,,None,,,N,,N,,,Y,1,Cornwall,VT,05753,N,Individual Employer,Vermont Department of Labor,449126,2016-10-03,2017-02-16
H-300-16292-292044,2016-11-16,H-2A,2016-10-18,DETERMINATION ISSUED - CERTIFICATION,2017-01-01,2017-12-31,PRI,Three Y Livestock/Chournos Inc.,"1720 E. 600 N., Tremonton UT 84337 (Physical Address)","1720 E. 600 N., Tremonton UT 84337 (Mailing Address)",Tremonton,UT,84337,UNITED STATES OF AMERICA,,435-279-4848,,Mountain Plains Ag Service,Lisa Meyer,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,4,4,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,N/A,N/A,N,,N,,,Y,6,Tremonton,UT,84337,Y,Association - Filing as Agent (H-2A Only),UT State Workfoce,1149001,2016-10-18,2017-07-02
